Course ID,Course Title,Upper,Skills
CSE 005,Introduction to Computer Applications,False,"['programming', 'computers', 'data', 'security', 'information', 'management', 'manage', 'knowledge', 'flow', 'control']"
CSE 015,Discrete Mathematics,False,"['mathematics', 'discrete', 'disciplines', 'basic', 'graphs', 'logic', 'formal', 'algebra', 'relations', 'boolean']"
CSE 019,Introduction to Computing,False,"['programming', 'basics', 'arrays', 'variables', 'students', 'recursion', 'execution', 'loops', 'output', 'solving']"
CSE 022,Introduction to Programming,False,"['programming', 'python', 'students', 'teaching', 'computers', 'learning', 'computational', 'learn', 'debugging', 'project']"
CSE 024,Advanced Programming,False,"['programming', 'pointers', 'basic', 'students', 'language', 'threading', 'advanced', 'introduces', 'intermediate', 'memory']"
CSE 030,Data Structures,False,"['algorithms', 'lists', 'implementation', 'sorting', 'graphs', 'stacks', 'queues', 'patterns', 'structures', 'tables']"
CSE 031,Computer Organization and Assembly Language,False,"['programming', 'pointers', 'machines', 'students', 'hardware', 'compilation', 'instruction', 'implementation', 'mips', 'structure']"
CSE 095,Lower Division Undergraduate Research,False,"['supervised', 'research']"
CSE 098,Lower Division Directed Group Study,False,"['repeats', '99', 'for', 'allowed']"
CSE 099,Lower Division Individual Study,False,"['repeats', '99', 'for', 'allowed']"
CSE 100,Algorithm Design and Analysis,True,"['algorithm', 'algorithms', 'algorithmic', 'sorting', 'optimization', 'complexity', 'graphs', 'patterns', 'programming', 'searching']"
CSE 106,Exploratory Computing,True,"['programming', 'scripting', 'unix', 'computing', 'documentation', 'perl', 'exploratory', 'languages', 'basics', 'utilities']"
CSE 107,Introduction to Digital Image Processing,True,"['segmentation', 'perception', 'image', 'morphological', 'enhancement', 'processing', 'digital', 'visual', 'detection', 'spatial']"
CSE 108,Full Stack Web Development,True,"['backend', 'frameworks', 'databases', 'security', 'development', 'web', 'scalable', 'relational', 'architecture', 'mappers']"
CSE 111,Database Systems,True,"['databases', 'database', 'sql', 'relational', 'data', 'warehousing', 'processing', 'programming', 'modeling', 'transaction']"
CSE 120,Software Engineering,True,"['projects', 'methodology', 'software', 'engineering', 'students', 'teams', 'project', 'systems', 'models', 'using']"
CSE 126,Information Systems and Service Design,True,"['systems', 'organizations', 'services', 'enterprises', 'legacy', 'government', 'life', 'contexts', 'start', 'entities']"
CSE 130,Introduction to Cryptography,True,"['cryptographic', 'encryption', 'security', 'authentication', 'signatures', 'hashing', 'protocols', 'pseudorandom', 'proofs', 'integrity']"
CSE 135,Introduction to Theory of Computation,True,"['computability', 'automata', 'computation', 'complexity', 'computers', 'formal', 'mathematical', 'languages', 'capabilities', 'limitations']"
CSE 140,Computer Architecture,True,"['architectural', 'cpus', 'digital', 'registers', 'systems', 'memory', 'instruction', 'features', 'mathematics', 'modern']"
CSE 141,Introduction to Compiler Construction,True,"['compiler', 'automata', 'parsing', 'code', 'construction', 'optimizations', 'lexical', 'basic', 'allocation', 'representation']"
CSE 150,Operating Systems,True,"['concurrency', 'systems', 'operating', 'multitasking', 'security', 'memory', 'performance', 'management', 'file', 'analysis']"
CSE 151,Advanced Operating Systems,True,"['operating', 'advanced', 'systems', 'distributed', 'system', 'security', 'concept', 'networks', 'research', 'introduces']"
CSE 155,Introduction to Human-Computer Interaction,True,"['hci', 'interactive', 'interaction', 'computers', 'software', 'hardware', 'students', 'development', 'human', 'systems']"
CSE 157,Signal Processing for Internet of Things,True,"['iot', 'signals', 'signal', 'digitization', 'analog', 'digital', 'internet', 'devices', 'processing', 'algorithms']"
CSE 160,Computer Networks,True,"['protocols', 'networking', 'network', 'routing', 'scalability', 'robustness', 'networks', 'implementation', 'security', 'features']"
CSE 162,Mobile Computing,True,"['mobile', 'smartphones', 'cloud', 'devices', 'technologies', 'applications', 'computing', 'context', 'communication', 'basic']"
CSE 165,Introduction to Object Orientated Programming,True,"['programming', 'classes', 'interfaces', 'objects', 'packages', 'encapsulation', 'inheritance', 'object', 'oriented', 'polymorphism']"
CSE 168,Distributed Software Systems,True,"['distributed', 'availability', 'cloud', 'replication', 'scalability', 'software', 'systems', 'computing', 'streaming', 'processing']"
CSE 170,Computer Graphics,True,"['graphics', 'shading', 'shaders', 'rasterization', 'illumination', 'rendering', 'animation', 'programmable', 'algorithms', 'surfaces']"
CSE 171,Game Programming,True,"['animation', '3d', 'interactive', 'simulators', 'robotics', 'graphics', 'kinematics', 'articulated', 'keyframe', 'simulation']"
CSE 173,Computational Cognitive Neuroscience,True,"['simulations', 'computational', 'neurons', 'modeling', 'synaptic', 'dynamics', 'neurotransmitters', 'brain', 'cognitive', 'models']"
CSE 175,Introduction to Artificial Intelligence,True,"['architectures', 'robotics', 'intelligent', 'systems', 'agent', 'planning', 'knowledge', 'heuristic', 'reasoning', 'construction']"
CSE 176,Introduction to Machine Learning,True,"['software', 'learns', 'supervised', 'classifiers', 'classification', 'learning', 'clustering', 'ensembles', 'experience', 'models']"
CSE 177,Database Systems Implementation,True,"['database', 'execution', 'compiler', 'internals', 'buffer', 'management', 'query', 'engine', 'storage', 'optimizer']"
CSE 178,Computers and Networks Security,True,"['cryptography', 'security', 'authentication', 'secure', 'signatures', 'viruses', 'secret', 'algorithms', 'threats', 'key']"
CSE 179,Introduction to Parallel Computing,True,"['parallel', 'supercomputer', 'computing', 'programming', 'algorithm', 'architectures', 'pervasive', 'laptops', 'performance', 'efficiency']"
CSE 180,Introduction to Robotics,True,"['robotics', 'simulation', 'modeling', 'computational', 'planning', 'algorithmic', 'spatial', 'sensor', 'implementation', 'processing']"
CSE 185,Introduction to Computer Vision,True,"['recognition', 'segmentation', 'shading', 'image', 'detection', 'processing', 'shape', 'optical', 'flow', 'pattern']"
CSE 190,Topics in Computer Science and Engineering,True,"['semester', 'engineering', 'class', 'covers', 'science', 'defined', 'covered', 'scheduled', 'specific', 'focus']"
CSE 195,Upper Division Undergraduate Research,True,"['supervised', 'research']"
CSE 198,Upper Division Directed Group Study,True,"['repeats', '99', 'for', 'allowed']"
CSE 199,Upper Division Individual Study,True,"['repeats', '99', 'for', 'allowed']"
